,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
8110,Unsane,Horror-Thriller,en,Regency Enterprises-Extension 765-New Regency Pictures-Fingerprint Releasing,1500000,14293601,98,Released,2018,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,1,80,59
8112,The Simone Biles Story: Courage to Soar,TV Movie-Drama,en,mylifetime,0,0,76,Released,2018,Based on her book this World Premiere film follows Simone Biles through the sacrifices and hard work that led her to win 19 Olympic and World Championship medals.,1,,
8116,On the Basis of Sex,Drama-History,en,DreamWorks Pictures-Participant-Focus Features-Robert Cort Productions,20000000,38673750,120,Released,2018,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,1,72,76
8117,Daddy's Girl,Horror-Crime-Thriller,en,Zee Studios International,0,0,80,Released,2018,A young woman held captive by her stepfather becomes the focus of a female vigilante.,1,,
8123,Hailey Dean Mysteries: A Will to Kill,Mystery-TV Movie,en,Howard Braunstein Films-Mystique Films,0,0,84,Released,2018,Emotionally ready to confront her fiancé's 15-year-old murder Hailey finds herself caught up in the case of a missing college coed. The deeper Hailey digs into the young woman's disappearance the more she is convinced the two events are related.,1,,
8136,The Scent of Rain & Lightning,Western-Drama-Mystery,en,No Coast Entertainment,0,0,100,Released,2018,When a young woman learns her parents' killer has been released from jail she is forced to revisit old wounds while discovering the destructive power of hate and the true cost of family secrets fully revealing themselves.,1,,
8138,The Miseducation of Cameron Post,Drama,en,Parkville Pictures-Beachside Films,900000,2019874,92,Released,2018,Pennsylvania 1993. After getting caught with another girl teenager Cameron Post is sent to a conversion therapy center run by the strict Dr. Lydia Marsh and her brother Reverend Rick whose treatment consists in repenting for feeling “same sex attraction.” Cameron befriends fellow sinners Jane and Adam thus creating a new family to deal with the surrounding intolerance.,1,86,76
8140,Gone Are the Days,Western,en,Oculi Entertainment-Directional Entertainment,0,0,99,Released,2018,The story of notorious outlaw Taylon Flynn a man hell-bent on exiting this life in a blaze of glory. His plans go awry upon the discovery of the sordid life his estranged daughter is forced to live. To save her he must summon the inner demons he purged long ago and finds that redemption is a hard road to travel.,1,,
8143,Jejak Cinta,Romance,en,Trazz Picture-Scene Films,0,0,100,Released,2018,Maryana a batik designer conducted research in Singkawang to find original batik motifs from her homeland. He met Wina's friends who met Hasan a teacher who eventually became her husband. Their marriage was shaken because of Sarah's phone call asking Hasan for help. Hasan feels bad for Sarah's family who once helped him. This made Maryana misunderstand especially when there was a call from the hospital saying that Hasan's wife was going to give birth,1,,
8144,Relentless,Thriller,en,Human-Meridiano 89,0,0,95,Released,2018,An American mother searches for her daughter who was kidnapped by human traffickers in Central America.,1,50,33
8146,Breaking In,Thriller-Crime-Action,en,Will Packer Productions-Breaking In Pictures,6000000,49078000,88,Released,2018,Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.,1,82,42
8150,I'll Be Next Door for Christmas,Comedy-Family,en,That Christmas Movie-United States Motion Picture Company,0,0,100,Released,2018,A comedy about a family that's crazy for Christmas. Except for the 16-year-old daughter -- her family's over-the-top Christmas celebrations have made her life miserable. When her long distance boyfriend decides to visit for the holidays she's determined to spare him her family's Christmas obsession so she hires actors to play her parents and stages a fake Christmas dinner in the empty house next door. What could go wrong?,1,,
8152,Broken Star,Thriller,en,Kandoo Films,0,0,90,Released,2018,Abandoned by her friends and family and with her career in jeopardy starlet Markey Marlowe is sequestered in a duplex with a reclusive landlord who just may be more dangerous than she is.,1,,45
8153,Lake Alice,Horror,en,Gas Lamp Entertainment-Glass Horse Films,0,0,80,Released,2018,The Thomas family goes out to their forest cabin to celebrate Christmas together with their daughter and her boyfriend. But their first festive period together may be their last…,1,,26
8156,Selfie from Hell,Mystery-Horror,en,SouthPaw Productions-IndustryWorks Studios,0,0,75,Released,2018,Julia an online vlogger from Germany comes to the US to visit her cousin Hannah. Upon her arrival Julia falls fatefully ill prompting Hannah's suspicion of the strange and sudden illness. When unusual happenings start taking place in her home Hannah begins a relentless internet search to discover the cause. She comes across Julia's vlog entries and finds herself immersed deep in the web - too deep - in a place where terror knows no end.,1,,22
8158,The Parting Glass,Drama,en,Productivity Media-CASM Films,0,0,95,Released,2018,A family dealing with their sister's death travel across country to collect her belongings and piece together their memories of the woman they lost.,1,100,
8160,Hidden Intentions,Thriller-TV Movie,en,MarVista Entertainment,0,0,84,Released,2018,When her estranged Aunt Jordyn shows up on their doorstep shortly after her mom's funeral Sophie suspects something is not right. As she uncovers Aunt Jordyn's true intentions and mysterious past Sophie discovers Aunt Jordyn isn't who she says she is and quickly finds her life in danger.,1,,
8164,Devious Nanny,Thriller-TV Movie,en,MarVista Entertainment,0,0,83,Released,2018,A woman tries to protect her family after her husband has an affair with their nanny. As her husband's co-workers are killed she discovers everything is not what it appears to be.,1,,20
8168,High Strung Free Dance,Music-Romance-Drama,en,Castel Film-Riviera Films,0,235066,103,Released,2018,Zander Raines a dazzling and tempestuous young choreographer gives the break of a lifetime to two hopeful artists when he casts a stunning contemporary dancer Barlow and innovative pianist Charlie in New York’s most-anticipated new Broadway show: Free Dance. But the move throws off the show’s delicate creative balance when Charlie falls hard for Barlow while Zander embraces her as his muse.,1,50,82
8170,Lies We Tell,Thriller-Crime-Romance,en,Bradford International Film Associates,0,0,109,Released,2018,A trusted driver must deal with his dead boss's Muslim mistress her dark past pulling him into a life-and-death showdown with her notorious gangster cousin/ex-husband.,1,0,33
8175,Colossal Youth,Comedy-Drama-Romance,en,Giant Steps Productions,0,0,98,Released,2018,When his dream girl returns to school a hopeless romantic teen tries to win her heart until he hits rock bottom and realizes his true love has been there all along.,1,86,79
8179,Hospitality,Thriller-Crime-Drama,en,Kandoo Films,0,0,80,Released,2018,A woman with a checkered past must protect her son when a man brings trouble to her isolated bed and breakfast.,1,17,40
8180,Country Christmas Album,Drama-Music-TV Movie,en,Almost Never Films-MarVista Entertainment,0,0,80,Released,2018,After country music starlet Tess Stapleton’s album sales keep dropping her label forces her to record a Christmas album with ex-teen heartthrob and pop-star Derek Copeland in an attempt to resurrect each’s career. Reluctantly Tess agrees. At first they appear to be polar opposites; clashing over song styles and irritated that they were forced together. However to their combined surprise as the album shapes up they find themselves growing closer over their shared love of music. As they finish the album sparks begin to fly and love blooms just in time for Christmas.,1,,
8181,Ouija House,Horror,en,ITN Distribution,0,0,95,Released,2018,A graduate student who is trying to finish the last of her research on a book project that she hopes will help her down-on-her-luck mother brings friends to a house with a dark past where they soon unwittingly summon an evil entity who makes the house part of its game…,1,,9
8188,The Boy Downstairs,Romance-Comedy-Drama,en,Motion Picture Capital-The Boy Downstairs Productions-Cliffbrook Films,0,13638,91,Released,2018,A young woman is forced to reflect on her first relationship when she inadvertently moves into her ex boyfriend's apartment building.,1,64,43
8189,Katie Says Goodbye,Drama,en,Relic Pictures-Parallell Cinéma-Unknown Subject,0,0,88,Released,2018,A kindhearted seventeen-year-old in the American Southwest turns to prostitution to fulfill her dream of a new life in San Francisco.,1,45,70
8191,We Only Know So Much,Drama,en,Clean Slate Pictures,0,0,88,Released,2018,A married woman has an affair with a suicidal lover while caring for her husband's sick relatives.,1,,
8198,The Convent,History-Horror,en,Templeheart Films-Red Rock Entertainment-Sterling Pictures Ltd-EnMar Productions,0,0,86,Released,2018,During the 17th century a young woman is saved from execution and led to a priory to repent her sins but discovers a greater evil lies within.,1,,23
8204,Prospect,Science Fiction,en,Depth of Field-Film4 Productions-Bron Studios-Shep Films-Ground Control Entertainment-Breaker-DUST,0,0,98,Released,2018,A teenage girl and her father travel to a remote alien moon aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive.,1,,
8209,Acts of Violence,Action-Crime-Thriller,en,EFO Films-Tri-Fold Pictures-River Bay Films-Colecar Productions,0,0,86,Released,2018,When his fiancee is kidnapped by human traffickers Roman and his ex-military brothers set out to track her down and save her before it is too late. Along the way Roman teams up with Avery a cop investigating human trafficking and fighting the corrupt bureaucracy that has harmful intentions.,1,,
8210,Open 24 Hours,Horror-Thriller,en,Zee Studios International-Seahorse Filmhouse,0,0,102,Released,2018,After setting her serial killer boyfriend on fire a paranoid delusional woman gets a job at an all-night gas station. The isolation triggers her anxiety and hallucinations with devastatingly gory results.,1,45,35
8213,Welcome to Mercy,Drama-Horror,en,EMH Consulting Group-Forma Pro Films-Global Creative Studios-IFC Midnight,0,0,103,Released,2018,When a single mother begins to experience symptoms of the stigmata she seeks the help of a local priest and nun to help her understand what is seen and unseen.,1,70,49
8216,Colette,Drama-History,en,Killer Films-Bold Films-Number 9 Films,0,14273033,112,Released,2018,After marrying a successful Parisian writer known commonly as Willy Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine sparking a bestseller and a cultural sensation. After its success Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.,1,,
8217,Girl in the Bunker,TV Movie-Drama,en,Rare Fish Films-Cineflix Productions,0,0,88,Released,2018,When Elizabeth is abducted by a fugitive sexual predator she realizes she must take matters into her own hands and plot her escape. Based on a true story.,1,,38
8221,Hailey Dean Mysteries: A Marriage Made for Murder,Mystery-TV Movie,en,Mystique Films-Howard Braunstein Films,0,0,84,Released,2018,Hailey's professional code of ethics prevents her from going to the police about a client's confession so she must find another way to bring the killer to justice.,1,,
8224,Elizabeth Harvest,Science Fiction-Thriller-Horror-Mystery,en,Voltage Pictures-Automatik Entertainment-Motion Picture Capital,0,4973,105,Released,2018,The newly married Elizabeth arrives with her new husband the scientist Henry at a magnificent house. He tells her that she can do there anything she pleases except to enter a certain closed room.,1,52,57
8230,Deadly Deed: A Fixer Upper Mystery,Mystery-TV Movie,en,Muse Entertainment,0,0,84,Released,2018,Shannon Hughes has taken on a charity project renovating a grand old Victorian mansion. When a local banker is found murdered inside Shannon must dust off the clues and cement the truth before her renovation becomes a demolition.,1,,
8238,Ben Is Back,Drama,en,Color Force-Black Bear Pictures-Sierra/Affinity-30WEST,13000000,12616995,103,Released,2018,19-year-old Ben Burns unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben's mother Holly is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours new truths are revealed and a mother's undying love for her son is tested as she does everything in her power to keep him safe.,1,82,69
8243,Christmas Around the Corner,Drama-Romance-TV Movie,en,MarVista Entertainment-Neshama Entertainment-Eggplant Picture & Sound,0,0,90,Released,2018,Claire (Alexandra Breckenridge) a savvy venture capitalist from New York City escapes to a quaint town in Vermont for the holidays and becomes a guest of the Fortenbury Bookstore. Upon arrival Claire finds Christmas celebrations have been canceled by the town after a flood and the bookstore is in a dire state of disrepair. She immediately takes on the challenge to revitalize the store but clashes with the owner Andrew (Jamie Spilchuk) who initially rejects all her proposed improvements. Eventually sparks fly as the two begin a budding romance and Claire’s infectious optimism inspires Andrew to join her in reviving the yuletide spirit. But everything comes to a screeching halt when Claire discovers that Andrew is planning to sell the bookstore in the New Year. Will the spirit of Christmas be enough to change Andrew’s mind and encourage him to follow his heart?,1,,40
8247,Season for Love,Romance-Drama-TV Movie,en,Breakthrough Entertainment-Hallmark Media,0,0,90,Released,2018,When a talented chef returns to her Texas hometown she winds up entering the town's famous BBQ cook off and gets more than she bargained for when the surprise judge turns out to be her high school love.,1,,40
8251,Ellen DeGeneres: Relatable,Comedy,en,A Very Good Production-Tenth Planet Productions,0,0,68,Released,2018,In her first special since 2003 Ellen revisits her road to stardom and details the heartfelt -- and hilarious -- lessons she's learned along the way.,1,,
8254,The Gateway,Science Fiction,en,Filmscope Entertainment-Convergence Productions Pty,1328931,0,90,Released,2018,A particle physicist grieving over the loss of her husband in a car crash uses a revolutionary machine to bring him back with dire consequences for her family.,1,51,39
8263,Lionheart,Drama-Comedy,en,The Entertainment Network,0,0,95,Released,2018,In order to save her father's ailing bus company competent but perennially overlooked Adaeze must find a way to work alongside feckless uncle Godswill.,1,,
8267,Summer '03,Comedy,en,Big Cat Productions-Summer 03 Film,0,0,102,Released,2018,A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.,1,,
8271,Allure,Thriller-Drama-Romance,en,micro_scope,0,0,104,Released,2018,Plagued by the abuse of her past and the turmoil of failed intimate encounters Laura struggles to find a lover and a sense of normalcy. Her beacon of hope comes in sixteen year-old Eva a talented pianist disillusioned by the life her mother imposes upon her. An unlikely relationship is formed between the two and Eva becomes an obsession to Laura. In light of Eva's unhappiness Laura convinces her to runaway to her house and they soon find themselves caught within an intense entanglement. Manipulation denial and codependency fuel what ultimately becomes a fractured dynamic that can only sustain itself for so long.,1,,
8274,In Darkness,Thriller-Mystery,en,42,0,217427,100,Released,2018,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,1,,
8275,Warning Shot,Drama-Thriller,en,Seafoam Pictures-SDS Pictures-L7 Pictures,0,0,90,Released,2018,A single mother and her young daughter struggle to make ends meet until they inherit their family's farmhouse. When a business rival covets their water rights the situation spirals out of control.,1,,23
8277,The Rake,Horror-Thriller-Drama,en,Scotchworthy Productions-The Line Film Company-Red Band Films-York Films,0,0,78,Released,2018,Ben and Ashley come together 20 years after the murder of their parents to determine the cause of their parents' death. Ashley is troubled by the idea that the thing that took her parents' lives may not be finished with her family.,1,,12
8279,Last Vermont Christmas,Drama-TV Movie-Romance,en,MarVista Entertainment-Parkside Pictures-Almost Never Films,0,0,90,Released,2018,When widowed mom Megan returns home for Christmas she and her two sisters Audrey and Bethany are surprised to learn their parents are selling their childhood home making this their last Christmas together in Vermont. Megan is even more surprised to discover that the buyer is her high school sweetheart Nash who plans to use the house as an investment property.,1,,
8280,01-Jan,Drama,en,Narrator Entertainment-Fireglory Pictures,0,0,85,Released,2018,Lissa a twenty-year-old girl trapped in rural Pennsylvania grapples with sex drugs love and loss. When a possible pregnancy forces her to take a hard look at her life both her and the structure of the film mature illuminating a brighter path ahead.,1,,
8284,Permission,Comedy-Romance-Drama,en,Good Deed Entertainment-Ball & Chain Productions-Picture Films-Paper Trail-Circadian Pictures,0,0,96,Released,2018,A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,1,67,31
8286,Change in the Air,Drama,en,Red Square Pictures-M.Y.R.A. Entertainment-Fish Hook Media-Home Plate Pictures,0,0,94,Released,2018,A peaceful community is forever changed when a mysterious young woman moves in. As the quirky locals embrace her their lives soon improve. But they can't help notice that their strange new neighbor has a secret.,1,11,47
8293,Raccoon Valley,Drama-Horror-Thriller,en,Independent Film,0,0,65,Released,2018,A plane bearing biohazardous material crashes into a town and a deaf women has to navigate her way through the aftermath.,1,,
8295,Wild Nights with Emily,History-Comedy,en,Salem Street Entertainment-P2 Films-UnLTD Productions,0,0,84,Released,2018,Explore Emily Dickinson's vivacious irreverent side that was covered up for years — most notably her lifelong romantic relationship with another woman.,1,89,56
8302,Maya the Bee: The Honey Games,Comedy-Family-Animation-Adventure,en,Flying Bark Productions-Studio 100 Media-Studio B Animation,0,0,85,Released,2018,When an overenthusiastic Maya accidentally embarrasses the Empress of Buzztropolis she is forced to unite with a team of misfit bugs and compete in the Honey Games for a chance to save her hive.,1,,
8303,Between Worlds,Action-Mystery-Thriller-Science Fiction,en,Voltage Pictures-Rise Up,0,0,90,Released,2018,Joe—a down-on-his-luck truck driver haunted by the memory of his deceased wife and child—meets Julie a spiritually gifted woman who enlists his help in a desperate effort to find the lost soul of her comatose daughter. But the spirit of Joe's dead wife proves stronger possessing the young woman's body and determined to settle her unfinished business with the living.,1,,67
8305,Nappily Ever After,Comedy-Romance,en,Marc Platt Productions-Badabing Pictures,0,0,100,Released,2018,After an accident at the hair salon Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.,1,67,70
8306,He Knows Your Every Move,TV Movie-Thriller,en,MarVista Entertainment-Vast Entertainment,0,0,90,Released,2018,Molly begins a romance with Jack shortly after having her laptop repaired. Soon Jack turns clingy and Molly breaks it off. Suddenly her bank accounts are being drained and she finds half-naked photos of herself posted online.,1,,
8307,Bad Tutor,Thriller-TV Movie,en,Reel One Entertainment-Blue Sky Films,0,0,101,Released,2018,When a single mom hires a tutor to help her daughter graduate high school the tutor becomes dangerously obsessed.,1,,20
8308,The Tale,Drama-TV Movie,en,ARTE-ZDF-Gamechanger Films-One Two Films-Untitled Entertainment-WeatherVane Productions-Blackbird Films-A Luminous Mind Production,0,0,115,Released,2018,An investigation into one woman’s memory as she‘s forced to re-examine her first sexual relationship and the stories we tell ourselves in order to survive.,1,99,82
8313,Darrow & Darrow: Body of Evidence,Mystery-TV Movie,en,Motion Picture Corporation of America-Front Street Pictures-Side Street Post-Brad Krevoy Television,0,0,85,Released,2018,Claire finds herself defending a woman already convicted of murder while Miles questions his role as prosecuting attorney and helps her on the case.,1,,
8314,Honey: Rise Up and Dance,Music-Drama,en,Universal Pictures,0,0,100,Released,2018,Street dancer Skyler comes out of the shadow of her trained dancer sister Tosha & joins a dance competition with the Honey dance studio; the prize is a college scholarship.,1,,
8317,Nobody's Fool,Comedy-Romance,en,Tyler Perry Studios-Paramount Players-BET Films,19000000,29152618,110,Released,2018,"A woman who gets released from prison and reunites with her sister discovers she is in an online relationship with a man who may be ""catfishing"" her.",1,,
8320,The Perfection,Horror-Thriller-Drama,en,Miramax-Capstone Pictures,0,0,90,Released,2018,When troubled musical prodigy Charlotte seeks out Elizabeth the new star pupil of her former school the encounter sends both musicians down a sinister path with shocking consequences.,1,71,56
8325,Destroyer,Thriller-Crime-Drama-Action,en,Automatik Entertainment-RocketScience-30WEST,9000000,0,121,Released,2018,When Erin Bell was a young cop she was given an undercover assignment that ended badly and destroyed her life. Years later she must face her demons in order to make peace with her past.,1,74,50
8326,Christmas Cupid's Arrow,Romance-TV Movie,en,Lighthouse Pictures,0,0,80,Released,2018,Holly a professor at a small college has had a long history of finding the wrong guy. She’s accomplished quite a bit in her life but after her younger sister announces she is pregnant Holly decides she is going to make an effort to meet Mr. Right. Meanwhile David another professor is a single father very smart and kind but not the type that Holly takes notice of when the two are assigned to plan the Christmas Formal. At the insistence of her best friend Holly signs up for the dating website “Cupid’s Arrow” where she meets Josh an attorney just hired by the school. He’s everything she wants on the surface but has little to say beyond his work and good looks. Josh and David were roommates in college so Josh recruits David to write poetic messages in an attempt to win Holly over.,1,,
