,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
4234,Wendy,Fantasy-Adventure-Drama,en,Court 13 Pictures-Department of Motion Pictures-Searchlight Pictures,5000000,0,111,Released,2020,"A re-imagining of ""Peter Pan"" from the point of view of Wendy Darling who finds herself lost on a mysterious island where aging and time have come unglued. She must fight to save her family her freedom and the joyous spirit of youth.",1,42,75
4334,Love in Winterland,TV Movie-Romance,en,Front Street Pictures,2000000,0,85,Released,2020,Ally a final contestant on a dating show must face her high school sweetheart when she is chosen for the Hometown Date.,1,,
3854,Run,Thriller-Horror-Drama,en,Search Party,1700000,3400000,90,Released,2020,Chloe a teenager who is confined to a wheelchair is homeschooled by her mother Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.,1,89,74
3345,Obsession: Escaping My Ex,Thriller-TV Movie,en,Reel One Entertainment-NB Thrilling Films,1500000,0,83,Released,2020,After testifying against him for murder 22 y/o Madison discovers her obsessive ex-boyfriend Blake has escaped from prison and is coming after her.,1,,
3526,Obsession: Stalked by My Lover,Thriller,en,Reel One Entertainment-N.B Thrilling Films 8,1500000,0,85,Released,2020,A woman's romantic relationship with her new roommate turns treacherous when he hatches a scheme to steal money from her wealthy sister.,1,,
4135,Killer Prom,Drama-Thriller-TV Movie,en,Lifetime-Reel One Entertainment-NB Thrilling Films 6,1500000,0,85,Released,2020,After losing her mom in an accident a teen and her father welcome a distant cousin named Sienna into their household. Hoping to claim the family as her own the psychopathic Sienna hatches a devious plan to recreate the prom she never experienced.,1,,
3485,Forever Love,Romance,en,Nasser Entertainment Group,1440000,0,90,Released,2020,It is based on true events. It is about a true 'love at first sight' romance. Jan and Steve are driving along and talking about their future after retirement when tragedy strikes. Jan starts to recall how they met and how they had to fight her father's dislike of her dating a soldier. The story flips from past to present and shows that true love does last a lifetime; even when confronted by heartbreaking tests. It also shows that when tragedy happens a family's faith and love can help them to move on.,1,,91
3085,Ron Hopper's Misfortune,Drama-Fantasy-Mystery,en,La Ira Film,1200000,0,93,Released,2020,Sara a beautiful young girl returns to an old abandoned mechanical workshop in the middle of nowhere to meet her unexpected confidant Ron Hopper; a mysterious being that has been anchored in the same place since always.,1,,
4357,Dune Drifter,Science Fiction,en,Dead Pixel Productions,1200000,0,98,Released,2020,When the trainee pilot and her mortally wounded gunner are shot down they crash land on a nearby planet. An enemy craft offers the chance of spare parts to fix her ship but then she spots another survivor - an enemy alien soldier with no intention of letting her escape.,1,100,40
3948,Moments in Spacetime,Drama,en,Kinosoo Films,1000000,0,113,Released,2020,Macie (Patty Srisuwan) a Thai immigrant adopted into a North American family must look after her dementia suffering grandfather (John Rhys-Davies). When she discovers that her birth mother may not have died in a tsunami fifteen years earlier Macie teams up with grandfather to discover the truth about her past in order to decide which family means the most to her.,1,,
4252,Children of the Corn,Horror-Thriller,en,120dB Films-Digital Riot Media-Angel Oak Films-ANVL Entertainment,800000,0,93,Released,2020,A psychopathic twelve-year-old girl in a small town in Nebraska recruits all the other children and goes on a bloody rampage killing the corrupt adults and anyone else who opposes her. A bright high schooler who won't go along with the plan is the town's only hope of survival.,1,12,38
3209,The Available Wife,Drama,en,Megamind Media,500000,0,100,Released,2020,When money affairs power and lies collide Nicole Wright a beautiful and successful music CEOs life is about to crumble in front of her. While leaving her husband and son the lies that have built her music empire is threatening to tear her down. While having an affair with Kingston the sexy artist on the rise who promises her everything Nicole learns the hard way that looks can be deceiving and his motives are as dark as the secrets she keeps.,1,,
3522,Teen Musical: The Movie,Music,en,LifeForce Christian Foundation-LifeForce Entertainment,500000,0,126,Released,2020,"When Dr. Alexandra Park's Federal Grant is not renewed to keep her inner city teen activity center from financial distress she turns to a musical fundraiser and her own in housed teens to cure her problems. Teen Musical - The Movie is different as it features a ""musical inside of a musical.""",1,,
4237,Anything for Jackson,Horror,en,Vortex Productions,250000,0,96,Released,2020,A bereaved Satanist couple kidnap a pregnant woman so they can use an ancient spellbook to put their dead grandson's spirit into her unborn child but they end up summoning more than they bargained for.,1,98,71
4159,Femalien: Cosmic Crush,Science Fiction-Fantasy,en,Full Moon Features,93000,0,104,Released,2020,When an ancient and erotic hunger is awakened in the far reaches of sexy space the Alterian High Council sends newly ordained Collector Maxy Prime to investigate with her nimble nympho sidekick Gab-E J'nx. There they discover a mad(ly hot) professor and her students in the psychosexual grips of the Thanagarian Pleasure Pod a mega-parasite who’s giving everyone good vibrations while slowly and seductively sapping them of their very life essence. Will the Femaliens put an end to this tentacle terror or will they succumb to the beast’s cosmic crush?,1,,
3056,Redemption,Drama-Crime-Thriller,en,Cool Banana Films-SGT Productions,82908,0,85,Released,2020,In quest of freedom a young and petite girl Zoya runs away from her over-protective and domineering father and then has to overcome an insane family of abductors liars and rapists.,1,,83
3233,Threshold,Horror-Drama,en,Big Bad Film,17000,0,76,Released,2020,A sister claiming to be cursed persuades her brother to embark on a cross country road trip to break her spell.,1,,
2954,The Comedy of Romeo and Juliet,Comedy,en,New Works SA,3618,0,93,Released,2021,Plans for an arranged marriage between the beauteous young Juliet and the wealthy but off-putting Count Paris are thrown awry when Juliet falls for Romeo the son of her father's only enemy. Their romance will yield explosive passions — and deadly consequences.,1,,
2869,Locked Down,Comedy-Drama,en,Kinda Works Productions,2900,0,79,Released,2021,Upon the announcement of another UK national lockdown Flo and Rob find themselves stuck in their house in London. Meanwhile Flo tries to maintain a brand-new relationship with Evelyn who had to abruptly leave to her hometown in Mexico.,1,,4
2997,Cinta dan Hal Rumit Lainnya,Romance-Drama,en,Pure Pictures,2348,0,60,Released,2021,Angga a singer who is on the rise reunites with Amanda a person in her past who is now secretly the inspiration for her song lyrics.,1,,
4300,Under Me You,Drama-Comedy,en,Honors Zombie Films,800,0,114,Released,2020,A woman gathers her oldest friends for a weekend in Atlantic City to celebrate her engagement,1,,
3081,Holiday Heartbreak,Comedy-Romance,en,Megamind Media,500,0,91,Released,2020,A hopeless romantic is cursed with relationship problems after her chauvinistic father mistreats the wrong woman.,1,,
3202,The House in Sherwood,Horror-Thriller,en,Mansfield Dark Productions,500,0,71,Released,2020,Angela Bennett is conducting an investigation into the paranormal events that happened at a haunted house in Sherwood. What Angela doesn't know is that she is being followed by Karen who is making a film of her own.,1,,
3164,We Are The Missing,Drama-Thriller-Mystery,en,WORKOBEY Films,300,0,83,Released,2020,One morning when Riley (Chantel Little) should be at classes her mother Angie (Maissa Houri) hears a cellphone ringing from her bedroom soon to discover Riley left her phone behind. She answers what is Riley's best friend Mackenzie's (Willow Mcgregor) third attempt to reach someone. After Angie asks if Riley is with her she realizes Mackenzie was about to ask the same thing. Shortly after Angie checks the main closet and finds Riley's shoes are still there. Did she leave in the middle of the night or vanish into thin air? Riley's circles paint a picture of the events surrounding her disappearance while exploring leads in what becomes a harrowing mystery of twists turns and answers that poses the question: Was it better to not know what really happened after finding out the truth?,1,,
2848,Seasoned With Love,Romance-TV Movie,en,Incendo Productions,0,0,90,Released,2021,Winona Applegate is on the fast track to becoming a celebrity chef already running a very successful bistro in Pittsburgh. With nerves building she leaves for New York to audition for her own show in front of television executives. Unfortunately her car breaks down near New Holland a small quirky town where Winona rents a room at a local inn run by Adam a widower. With the local Spring Festival coming up and the resident cook unavailable to manage the menu Winona agrees to get her car fixed in time for her audition in exchange for her much needed help in the Inn's kitchen. As she prepares for the festival with Adam Winona begins to fall in love with New Holland and one of its residents as well.,1,,
2851,The Darkness of the Road,Horror-Mystery,en,Treehouse Pictures,0,0,85,Released,2021,A single mother and her young daughter are driving on a desolate road in a moonless desert. After meeting a young female hitchhiker at a gas station the mother realizes her daughter is missing. As they search for her a merciless force begins to torment the two women unraveling a world of terror they must survive if they are to discover the terrifying truth behind the daughter’s disappearance.,1,,
2852,For the Love of Money,Family-Drama,en,Thunderbird Entertainment,0,0,93,Released,2021,When a single mother is pushed to her limit she turns to the only world she knows a world she's spent a lifetime running from to protect her daughter. Gigi Davis is a strong determined woman who insists on living her life on her terms. So when she got pregnant and walked away from a billion dollar family business to chart her own path it surprised no one. She went on to build a shockingly unremarkable life for herself and her daughter Ashely. Her days were filled with piano recitals basketball games and everything else you would expect of a single mom living in the city. Gigi was broke but happy. Her little girl was healthy. Nothing else mattered. Until shadowy figures make the mistake of threatening her daughter's life and she shows them that gangsters come in all shapes and sizes. Unfortunately for Gigi it doesn't end there and she finds herself being pulled back into a life she never wanted.,1,0,50
2859,Love in Whitbrooke,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-Champlain Media-CME Spring Productions,0,0,85,Released,2021,An ambitious project manager is offered the career opportunity of a lifetime in London. But when she returns to her hometown to help the family business in an emergency and meets the perfect guy her passion and talent for painting is rekindled giving her a new outlook on life and love.,1,,
2860,See You Then,Drama,en,Vanishing Angle-DiffeRant Productions,0,0,74,Released,2021,A decade after abruptly breaking up with Naomi Kris invites her to a dinner to catch-up on their complicated lives relationships and Kris' transition.,1,97,
2861,Don't Say Its Name,Horror-Thriller,en,Chaos a Film Company-Vortex Media [CA],0,0,84,Released,2021,After environmental activist Kharis Redwater is called back to the living world by her mother Mary Lynn after a questionable “accident” that cost Kharis her life an ancient spirit is reborn outside of a small northern town out of revenge for the loss of her daughter’s life. Kharis returns as a Wheetago a ferocious creature that only gets hungrier the more it eats. Can an ex-military Park Ranger Stacy Cole and Police Officer Betty Stonechild call back their traditional teachings to stop Kharis before she continues to feed on all who get in her way?,1,,
2862,A Rich Christmas,Drama-Family,en,Megamind Media,0,0,91,Released,2021,Spoiled socialite will learn a lesson after her father asks her to work in a family homeless center.,1,,
2865,The Wrong Prince Charming,Drama-Thriller,en,Hybrid,0,0,85,Released,2021,Successful entrepreneur Bridget (Vivica A. Fox) has just scored a meeting with the famed Prince of Devonshire about a possible multi-million-dollar investment in one of her properties. She and her young lawyer Anna feel like they are living in a fantasy with the handsome prince who seems like the perfect partner for Bridget and the right guy for Anna until they discover that he’s not what he seems. Cristine Prosperi James Nitti and Tracy Nelson co-star.,1,,
2866,A Date with Danger,Thriller-TV Movie,en,MarVista Entertainment-Neshama Entertainment-Momma Closet Productions ULC,0,0,90,Released,2021,After a mysterious disappearance a single mom becomes suspicious of her boyfriend.,1,,
2867,The Darkness,Horror,en,Tharun Productions,0,0,95,Released,2021,Lisa and David a writer and an entrepreneur couple from London travels to Ballyvadlea Ireland for their working holiday. The short trip was planned so Lisa could start on her second book and David could work on his startup business plan but unbeknownst to either of them the house was built on a cursed ground. Lisa's curiosity leads her to the discovery of the personal memoirs of Niav the mysterious woman who once lived at the property a century ago hence opening the long closed doors and in doing so awakens the demons within. David's only hope comes in the form of George the wandering priest who has a story to tell. The narrative takes place in 1918 1950 and 2010.,1,3,19
2877,Block Burner,Drama-Crime-Action,en,2 Crackers and a Lamp Productions,0,0,99,Released,2021,Based on the true-life rags to riches story of Young Block. Born without a father and raised by his mom and her abusive boyfriend Young Block learns the games and struggles of growing up in the hood.,1,,
2882,Mahram Untuk Najwa,Romance-Drama,en,Indonesia Sinema Persada-E-Motion Entertainment,0,0,90,Released,2021,Fadlan and Najwa are a thing of the past. But when Jihan's proposal was carried out the past came back to haunt him. Even though there is Faiz who is waiting for Najwa's decision. To whom will Najwa attach her heart?,1,,
2884,A Very Merry New Year,Comedy-Drama,en,Maverick Entertainment Group,0,0,156,Released,2021,Secrets and old ties are exposed when Mary gathers her high school friends together to celebrate the New Year.,1,,
2890,Eyang Ti,Drama-Family,en,Klikfilm Production,0,0,64,Released,2021,When the past and secret secrets the thin line is capable of engendering hatred. Nares is caught between her family's past and a secret about her.,1,,
2892,Topology of Sirens,Drama,en,Omnes Films,0,0,106,Released,2021,After discovering a set of cryptic microcassettes in her new home Cas is drawn into a meditative mystery of  environmental sound and experimental music.,1,,
2897,You Are Here,Music-Drama,en,Southwark Playhouse,0,0,90,Released,2021,July 20 1969. On the night of the moon landing Chicago housewife Diana (Wendi Peters) walks out of her comfortable suburban life for no real reason. She sees the astronauts taking that great step and is struck by the realisation that some people lead exciting lives. Suddenly alone in a fast-changing world she finds a series of unexpected encounters can turn one small step into a giant life-changing leap.  You Are Here is the UK premiere of an intimate hilarious and heart-breaking tour-de-force musical that will leave you cheering for the resilience of the human spirit.,1,,
2898,Madonna at the BBC,Music,en,BBC Two,0,0,59,Released,2021,A look back at a selection of magical Madonna moments on various BBC shows from her first Top of the Pops appearance with Holiday in 1984 right up to the present day. This collection covers Madonna's journey from Material Girl to Queen of Pop and captures how over the years her ability to combine charisma controversy and classic pop tunes has made her the female icon of her times and a true global superstar.,1,,
2899,Spaghetti Junction,Fantasy-Family,en,Radical Friend,0,0,97,Released,2021,"An atmospheric tale blurring fantasy and reality to tell the story of August a recently disabled teenager in America’s deep south. One night August sees a flash in the sky and begins having strange dreams that beckon her to a cave in the woods. Here she encounters a mysterious injured boy called ""The Traveler"" who needs her help.",1,,
2911,seven methods of killing kylie jenner,Comedy,en,Royal Court Theatre-Tea Films,0,0,91,Released,2021,seven methods of killing kylie jenner explores cultural appropriation queerness friendship and the ownership of black bodies online and IRL.  “Look it’s two two tweets that helped me vent my frustrations. It’s really not that deep…”  Holed up in her bedroom Cleo’s aired twenty-two Whatsapps from Kara and has cut off contact with the rest of the world. It doesn’t mean she’s been silent though – she’s got a lot to say. On the internet actions don’t always speak louder than words…,1,,
2920,Cher at the BBC,Music,en,BBC Two,0,0,59,Released,2021,Turn back time on a journey through the BBC archives to celebrate singing superstar Cher and her 75th birthday. This selection of songs and chat show moments features many of the hits that have made Cher the only artist to have US number ones in each of the past six decades.  Including favourites like Believe Love and Understanding Walking in Memphis and her first UK chart topper I Got You Babe recorded with ex-husband and singing partner Sonny Bono.,1,,
2921,Her Only Fan,Thriller,en,Maverick Entertainment Group-Deal Breaker Studios,0,0,73,Released,2021,There's a serial killer on the loose targeting cam girls. Blake and her friends are next on his list.,1,,
2929,Saint Cecilia of Spiralence,Drama,en,Nightpiece Media,0,0,90,Released,2021,November 1963 London. An East End slum landlord with a reputation for protecting the morally abhorrent is assigned the unenviable task of chaperoning a vision-plagued Catholic Nun to her mission in Paris.,1,,
2930,My Version of Tradition,Drama,en,AZ Don Entertainment,0,0,131,Released,2021,Determined to make her path in life Chinwe defies the customs and traditions cast in stone to stifle her.,1,,
2932,Aurora's Law,Drama,en,Two4One4 Productions,0,0,88,Released,2021,Aurora Hernandez is a normal girl doing her best to live a normal life. But as her bipolar mother becomes increasingly unhinged Aurora finds herself looking for a way to bring order to her chaotic life.,1,,
2933,Hollowhood,Horror,en,Siren Stories,0,0,102,Released,2021,Olivia and her ex-girlfriend Penny are reuniting for their friend Natasha's Halloween weekend away in Hollowhood. At first Olivia dreams of reigniting the love she and Penny shared but the creepy locals the peculiar priest and a man whose wife went missing five years ago change those plans. Soon Olivia isn't focused on whether she and Penny can fall back in love she's focused on whether she and Penny can survive.,1,,
2938,Communists!,Drama-Thriller,en,True Heart Films,0,0,75,Released,2021,A filmmaker unthinkingly attempts to turn a real-world assault into art more or less obliterating all of her relationships in the process.,1,,
2944,Cinta Bete,Drama,en,Inno Maleo Films,0,0,90,Released,2021,When Bete Kaebauk who lives in Atambua NTT started getting her period she was “introduced” by her own father Fritz Manek that she was ready for a marriage proposal. Emilio was the first man Bete fell in love with. They both like it. But Emilio wanted to be a priest. Alfredo's presence for a moment made him happy. Despite having different social classes and Alfredo being unable to pay the dowry for his marriage Bete decides to elope with Alfredo. Bete's life is not as beautiful as he imagined. He gets violent treatment from Alfredo. Bete forced to return home pregnant. On the way the baby died in her womb. He rages like a madman and keeps him locked up in his house. Emilio who has become a brother returns to his village and tries to treat Bete as one of his congregation. He put Bete in the rectory and took care of her. Alfredo did not accept it and together with several residents went to the rectory.,1,,
2955,Aku Lupa Aku Luka,Horror,en,Klikfilm Production-Limelight Productions-Canary Studio,0,0,60,Released,2021,Surviving an assassination attempt that causes her to lose her memory Laura tries to find her identity and finds herself even more trapped in a dark case that befell her.,1,,
2956,10 Songs for Charity,Drama-Music,en,De Productie,0,0,114,Released,2021,Beaten and hardened by life in a Nigerian ghetto Charity leaves for Europe to work as an illegal prostitute. She is saddled with her younger sister Happy whom she ruthlessly initiates into the world of prostitution. Happy resists her fate jeopardizing Charity's dream of becoming rich. Together with other unregistered women they endure hardship exploitation and humiliation with resilience and song until one day it all becomes too much and they revolt singing their fury from the rooftops.,1,,
2965,Princess Cut 2: Hearts on Fire,Drama-Romance,en,Watchman Pictures,0,0,110,Released,2021,After years of trying to start a family Robert and Lauren Anderson are excited to be pregnant. They share the news with Robert's sister Grace who runs a small clinic with her husband Clint. Despite Grace's reassurances and motherly example Lauren fears she can't maintain her athletic boutique and adequately raise a family. Modest success buoys her hopes until the storms of life converge.,1,,
2968,The Pass,Music,en,Denise Marsa Productions / Marsa Media Inc.,0,0,102,Released,2021,'The Pass' is a compelling series of autobiographical vignettes incorporating songs and stories penned and performed by Denise Marsa. Marsa lays her soul bare as she weaves us through her struggles and accomplishments in the music industry. She has the courage to be authentically raw and vulnerable as she delves deep into introspection. Her sense of humor keeps her from falling into pathos even when tackling difficult subjects such as sexuality and sexual harassment. What emerges is an entertaining portrait of a strong talented complex & inspiring woman. “The Pass” is a must-see tale about perseverance and the human spirit in a mesmerizing tour de force.,1,,
2978,The Adventures of Mister Perfect and Friends,Comedy-Action-Family,en,BER Productions LLC,0,0,77,Released,2021,The story revolves around Justine Carolynn the girlfriend of hero Mister Perfect (Maxwell Byron) and her journey from turning selfish to selfless. On her path she makes new friends and realizes the hero within her however not everyone is a fan of her changing her ways. With comedy and a plot unlike any superhero movie in Hollywood (both Florida and California) this is a film you don’t want to miss.,1,,
2985,Honey,Drama-Romance,en,Neon Shark Media,0,0,59,Released,2021,PR Firm owner Liv falls for her client Ollie placing them in a complicated relationship where mixed signals eventually cause them to grow apart without closure.,1,21,71
2992,Made for More,Romance,en,AZ Don Entertainment,0,0,90,Released,2021,A jealous friend has the uncompromising Natasha in her sights,1,,
2994,The Dragonfly Conspiracy,Mystery-Science Fiction-Thriller,en,4C Films,0,0,85,Released,2021,An artist and her friend go on the run in order to escape and expose the truth behind an evil corporation.,1,,
2996,Incubated,Drama,en,Yunti Films-AP Studios,0,0,105,Released,2021,Sean is a truck driver who suffers from mental illness which is triggered during the 2020 pandemic. While trying to balance his sanity and keeping his family safe and protected from the virus unexplainable events take place that causes him to trap himself inside of his 18-wheeler and refuse to get out. His wife Morgan fights frantically trying to piece her family back together as Sean utilizes the help from his therapist to gain the strength to go home.,1,,
3011,Orangutan,Comedy-Drama,en,GX3 Films,0,0,94,Released,2021,A vivacious aspiring social worker brings together five peculiar strangers to help solve their existential problems but finds herself in way over her head.,1,,
3016,Benefited,Drama,en,Cherry Productions,0,0,84,Released,2021,Dity has just found out that she is pregnant but to a past lover. Without a job car or safe home of her own Dity must navigate herself through the government benefit system. Will is only 15 years old but he is learning how to break into houses. Ray struggles to overcome his jealousy fuelled violent past in order to become a father to his child.,1,,
3017,Dreamer,Science Fiction-Comedy,en,Dreamerland,0,0,81,Released,2021,Danny lives in a society run by The Organization who want to find him and prevent future dreamers from existing. Danny searches for his one perfect woman Blue. Once he finds her she will lead him to his ultimate goal: Reality.,1,64,78
3026,Crossed Paths,Romance,en,Bridget Emovon Productions,0,0,135,Released,2021,Queen Sheba finds herself in a difficult situation after someone she helps falls into a coma at her apartment.,1,,
