,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
4469,I Used to Go Here,Comedy-Drama-Romance,en,Buffalo 8-Gravitas Ventures-SSS Entertainment-Yale Productions-Party Over Here-Ten Acre Films-BondIt Media Capital-SSS Film Capital-Buffalo 8 Productions,0,17300,87,Released,2020,Following the launch of her new novel 35-year-old writer Kate Conklin is invited to speak at her alma mater by her mentor and former professor. After accepting the invitation Kate finds herself deeply enmeshed in the lives of an eccentric group of college students.,1,85,41
4470,Mighty Oak,Comedy-Drama,en,Brookwell-McNamara Entertainment,0,0,102,Released,2020,Gina Jackson's life is shattered when her brother and lead vocalist of the band Army of Love Vaughn is killed in a tragic accident. Ten years later young guitar prodigy Oak Scoggins enters her orbit and she becomes convinced that this young man is the reincarnation of Vaughn. But is he?,1,55,78
4471,You're Bacon Me Crazy,Romance-TV Movie,en,Scholastic Productions-Bar None Productions-Basset Hound Distribution,0,0,88,Released,2020,Cleo Morelli an aspiring Portland chef tries to win a food truck competition while the competition tries to win her heart.,1,,
4472,Good Boy,Horror-Thriller-Comedy,en,Blumhouse Television,0,0,89,Released,2020,When Maggie gets an emotional support dog to help quell some of her anxiety she finds him to be even more effective than she imagined... because unbeknownst to her he kills anyone who adds stress to her life.,1,,20
4476,Disappearance at Clifton Hill,Thriller,en,Rhombus Media-IFC Midnight,0,0,100,Released,2020,Following the death of her mother a young woman returns home to Niagara Falls and becomes entangled in the memory of a kidnapping she claims to have witnessed as a child.,1,76,
4478,Pool Boy Nightmare,Thriller-TV Movie,en,The Asylum,0,0,87,Released,2020,The story follows Gale as she has a brief affair with pool cleaner Adam but quickly turns down his continued advances. Insulted at being rejected Adam starts dating Gale's high school age daughter Becca using her as an unsuspecting pawn in a twisted game of revenge.,1,,
4480,Aurora Teagarden Mysteries: Reunited and It Feels So Deadly,Mystery-Crime-TV Movie,en,Muse Entertainment-Head First Productions-iCandy Production,0,0,84,Released,2020,Aurora's high school reunion turns deadly when a body is found in the hotel pool. Aurora and her Real Murders Club help investigate which classmate was most likely to kill.,1,,
4484,The Murder of Nicole Brown Simpson,Thriller-Drama-Crime,en,1428 Films-Green Light Pictures-Skyline Entertainment,0,0,86,Released,2020,In 1994 Nicole Brown Simpson and her friend Ronald Goldman were brutally murdered in her Los Angeles home by whom most believe to be O.J Simpson. But what role did Glen Rogers also known as the Casanova Killer play in their death?,1,0,6
4486,The Cellist / Dances at a Gathering (The Royal Ballet),Music,en,Royal Opera House,0,0,125,Released,2020,The Royal Ballet presents the world premiere of Cathy Marston's first work for the Company on the Main Stage alongside a revival of Jerome Robbins’s timeless classic of pure dance.  The Cellist is a one-act ballet about British cellist Jacqueline du Pré from her discovery of the cello through her celebrity as one of the most extraordinary players of the instrument to her frustration and struggle with multiple sclerosis.  Jerome Robbins's Dances at a Gathering is a fluid exercise in pure dance for five couples set to piano music by Fryderyk Chopin.,1,,
4488,Lucky,Fantasy-Horror-Mystery,en,Epic Pictures Group,0,0,83,Released,2020,May a self help author with all the answers suddenly finds herself stalked by a masked man who mysteriously reappears every night. Even when she kills him. May struggles to get help from the people around her as she fights to stay alive. Is this paranoia or is she doomed to accept her new reality?,1,,58
4490,The Office Mix-Up,Comedy-Romance,en,MarVista Entertainment-Dawn's Light-PurpleDOG,0,0,86,Released,2020,Lacey Keller is brilliantly creative. The only problem is no one seems to notice and Lacey doesn't have the confidence to make them notice. Struggling to make ends meet between a job at her best friend's jewelry store and as a night security guard at a marketing firm Lacey sketches some ideas for a struggling campaign which accidentally gain the notice of Mikey the firm's CEO and his brother Greg who is trying to prove himself with the campaign. Just one problem -- they assume Lacey is Valerie Staken an executive who actually turned down their job offer to work at another firm. Tempted by the opportunity to catch up on her bills Lacey takes on Valerie's identity.,1,,
4492,The Winter Lake,Thriller-Drama,en,Tailored Films-Creativity Capital-Title Media,0,0,92,Released,2020,When Holly’s dark secret is accidentally uncovered by her new emotionally unstable neighbor Tom they are pulled into a violent confrontation with her father who will do anything to keep the secret hidden.,1,71,21
4494,Sister of the Groom,Comedy-Romance,en,Mandorla Productions,0,0,82,Released,2020,Audrey attempts to stop her brother from marrying a young French woman during their rescheduled wedding weekend in the Hamptons which happens to be the same weekend she turns 40.,1,47,21
4498,A Taste of Christmas,Romance-TV Movie,en,Sunshine Films,0,0,80,Released,2020,When Natalie (Anni Krueger) learns her cousin Francesca (Nia Vardalos) must cancel the Christmas Eve opening of her new Italian restaurant Natalie’s heart goes out to all of the guests who were planning on attending. Since no one should be alone on Christmas Natalie decides to make the opening happen any way she can. However the attractive but pessimistic Chef Stefano (Gilles Marini) believes it’s impossible – there are only three days until Christmas! But Natalie insists that problems are just opportunities in disguise and soon she convinces Stefano that they can do it. At first these opposites do not attract but feelings begin to change when they find themselves working side-by-side. With Stefano’s help Natalie learns that cooking like Christmas isn’t about perfection…it’s about sharing it with the ones you love.,1,,
4501,Chills Down Your Spine,Horror,en,Dead Lantern Productions,20000,0,169,Released,2020,Jeff finds a new lamp in hopes of finding Sabiah only to discover her little sister Mahktoonah. The two then go on an odyssey to find and free Sabiah from a deranged killer while telling various horror stories to pass the time.,1,,
4504,How's Doves' Cry,Comedy-Action,en,Productions,2,0,60,Released,2020,WHO COULD'VE DONE THIS TERRIBLE MURDER? That's the question asked by Horatio that kicks off on the outset on this movie How's Doves' Cry. In this movie (motion picture) it is a doggie dog world. That why When Detective Horatio Farmer (Katia Atkinson) finds her friend innocent Doves Amber (Sasha James) dead on Horatio's way to her offices and then we find out in the next scene that the sinister and sensual Bartholomew (David Edgemon) and his (Bartholomew's) accomplice Jared (Sasha James) is the cause of the murder. Horatio swears to get revenge on whoever did this terrible murder because she has been angry and at the death of her friends Doves. Than it's up to Horatio Farmer (the main character of this movie) to stop Bartholomew and Jared using her quick action and width. I bet your wandering what will happen at the end of this movie but if you watch all of it you saw it and then known.,1,,
4505,Sunset Boulevard in Concert,Drama-Romance-Music,en,Curve Theatre,0,0,120,Released,2020,Set over a turbulent New Year’s Eve in 1940s Hollywood Sunset Boulevard is a compelling story of romance and obsession. Directed by Nikolai Foster the performance features Ria Jones reprising her role as silent-screen goddess Norma Desmond with Danny Mac returning as penniless screen writer Joe Gillis.,1,,
4512,River of Hope,Drama-History,en,Lost Valley Studios,0,0,110,Released,2020,"""River of Hope"" tells the story of how a former slave Mary Barnes Cabell and her children helped found the first college for African Americans in West Virginia. Based on true events.",1,,
4513,Sister Tempest,Comedy-Music-Horror-Science Fiction-Thriller,en,Two Headed Venus Production,30000,0,122,Released,2020,Anne Hutchinson's troubled relationship with her missing sister is under alien tribunal. Meanwhile her new roommate's mysterious illness causes her to go on a cannibalistic killing spree.,1,,
4515,Queen of the Andes,Science Fiction-Drama,en,Little Bear Productions,160000,0,90,Released,2020,Pillar has been drafted against her will on a one-way tour to colonize Mars. Queen of the Andes follows her last days on earth.,1,,
4523,The Brain That Wouldn't Die,Science Fiction,en,Hyperbole Productions,0,0,97,Released,2020,After his fiancee in killed a car accident a gifted surgeon revives her severed head in hopes of finding her a new body.,1,,
4525,Christmas in the Jungle,Family-Comedy-Adventure,en,Locomotive Productions-Stellar Film,0,0,103,Released,2020,Moving from Latvia to exotic Indonesia has proven to be quite a challenge for Paula’s (10) family. Her Mother has a hard time adapting to the country. Her sister Kate (14) is entering puberty and her Father’s workaholic nature is causing tension in the family. Luckily the local boy Akhim (12) offers a ray of hope by telling Paula about special Shaman living in the jungle who has a superpower to bring Christmas everywhere. That must be Santa Claus himself! Kids join on a joyful adventure to find Christmas in the Jungle!,1,,
4527,This Is Not A Love Story,Romance-Drama,en,Archipelago Films,0,0,86,Released,2020,Marlina a paralyzed girl found in a garbage truck by Jaya a street vendor. Then Jaya decide.d to rescued her and take care her in his simple house. One day someone said that the girl was from a rich family and for someone who found her and gave it back to her family gonna get a big reward. Will Jaya give Marlina back to her family after developing a great love when taking care of her?,1,,
4528,The Turn of the Screw,Horror-Thriller,en,Galvinized Films-Sampson Pictures-Red Tree Creative,0,0,87,Released,2020,This film adaptation of Henry James' Victorian ghost story changes the location to present day Wellington. Set in a theatre over the course of an evening Julia finds herself as a last-minute replacement for another actress at the dress rehearsal of a stage play version of The Turn of the Screw set in 1890.  Arriving at the theatre late that night Julia is immediately thrown on stage and into her role playing to an empty auditorium. As she interacts with the other characters and the story becomes increasingly terrifying Julia begins to believe that not only is the fictitious house haunted… but also the theatre itself!,1,,
4533,Marlene,Thriller-Horror-Drama,en,Resche Filme,0,0,105,Released,2020,Marlene arrives in Berlin to begin a new life. She meets her upstairs neighbour Flo seemingly a nice guy and starts a new job as a restorer. She finds new friends while simultaneously being drawn back into her past. But when Marlene finally realises how dangerous Flo really is she is already wrapped up inside a game of life and death.,1,,
4540,Ted Skates,Comedy,en,Moverz-Buffoon,0,0,97,Released,2020,A newly appointed manager to a fading roller rink attempts to motivate her employees to find their passion when she discovers the rink is on the verge of being sold.,1,,
4549,A Christmas Surprise,Comedy-TV Movie,en,BET Pictures,0,0,95,Released,2020,A mother gets a Christmas surprise when her daughter announces she's engaged. Now the holiday is thrown into chaos as she deals with her less-than-impressive and soon-to-be son-in law his overbearing mother and an impending wedding.,1,,
4552,The Anonymous Lover — LA Opera,Music,en,Los Angeles Opera,0,0,113,Released,2020,LA Opera proudly presents The Anonymous Lover (L'Amant Anonyme) an unjustly neglected 1780 chamber opera by Joseph Bologne Chevalier de Saint-Georges a pioneering Black composer who was a contemporary of Mozart.  The comic romance tells the story of Léontine a beautiful young widow who has become disillusioned with love. Much to her surprise she receives a steady stream of letters and gifts from an unknown man professing his undying passion. This amuses her friend Valcour who also claims to have no interest in romance. But now after hiding his true feelings for years Valcour works up the courage to reveal that he himself is the devoted secret admirer. Will his (inevitably awkward) confession sway a woman sworn to resist all affairs of the heart?,1,,
4559,So Long Marianne,Drama-Romance,en,Palm Tree Universal,0,0,105,Released,2020,Poet and novelist Leonard Cohen travels to Hydra to rewrite his novel. After some time on the island he finds the love of his life Marianne with her encouragement he sings his poetry - becoming the singer the world knows today.,1,,
4560,Quarantine Relationship,Thriller,en,Maverick Entertainment Group,0,0,73,Released,2020,It's 2020 and the world is changing before us. COVID-19 has completely changed everyone's way of life. To prevent COVID-19 from spreading; One city chief decides to take matters into his own hands and puts his entire city on a lockdown. This leaves one of his police detectives In the middle of an undercover operation quarantined with a psychotic suspect. The detective must figure out how to make it through this quarantine relationship without her finding out. Will he make it out alive?,1,,
4561,Mandao Returns,Horror-Science Fiction-Comedy-Fantasy-Adventure,en,Dunnit Films,26509,0,71,Released,2020,Jay Mandao is not your average hero. He’s an astral projecting time traveler who spends his days hanging with his adult nephew Jackson crashing on his scheming cousin Andy’s couch and riding with his cabbie friend Fer. In the days leading up to Christmas Jay tries to make contact with his deceased father Raymond but ends up contacting the ghost of B-movie star Aura Garcia. Aura enlists the gang to astral project back in time to prevent her death. Jay quickly finds out that the more he messes with time the more he falls down a rabbit hole of cults conspiracies and death. This Christmas is gonna kick astral! The sequel to Mandao of the Dead.,1,,
4571,Melanie C: Colour and Light Stream,Music,en,Red Girl Records,0,0,60,Released,2020,A very special online performance ahead of the May 2021 European tour Melanie will be performing tracks from her new album as well as giving fans a unique preview of her live show.,1,,
4576,Mama Drama,Drama,en,FilmOne Distribution,0,0,105,Released,2020,After years of fertility issues and her mother-in-law's nagging a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.,1,,
4588,The Neon Across The Ocean,Drama,en,Matthew Victor Pastor,50000,0,91,Released,2020,Set sometime in the not-too-distant future after the worldwide crisis of 2020 Mandy is a 17-year-old Filipino Australian. In her final year of high school and dealing with her parents impending divorce she navigates a world driven by a new normal of isolation and fear. Added to this she has a crush on her tutor Serena. Meanwhile a young girl from the backstreets of Manila tells her story.,1,,
4590,Rusalka - Opera Ballet Vlaanderen,Music,en,De Vlaamse Opera-OperaVision,0,0,153,Released,2020,More than anything in the world Rusalka a mysterious and elusive water nymph yearns to become human to win the heart of a young prince. But this metamorphosis comes at a price: she will lose her voice and be damned forever should their love story fail.  Rusalka a lyrical fairy tale inspired by The Little Mermaid and Undine is Dvořák’s penultimate work and one of his greatest successes. In Opera Ballet Vlaanderen’s production Norwegian director and choreographer Alan Lucien Øyen adds a new dimension to this masterpiece of the Czech repertoire by representing the main characters on stage twice: by a singer and a dancer. This doubling reinforces the opera’s deeply dreamlike nature. The impressive South African soprano Pumeza Matshikiza embodies the character of Rusalka while the Lithuanian conductor Giedré Šlekytė leads the orchestra with brio and intensity.,1,,
4598,Cohabitation,Thriller-Drama,en,Green Rabbit Pictures,25000,0,87,Released,2020,While former paramedic Emily tries to live a low-key life to cope with her PTSD her new roommate has other plans and a long-held vendetta against medical personnel.,1,,100
4615,The Arrangement,Thriller,en,Noble Failure Productions-heARTist Films-Luna K. Productions,0,0,103,Released,2020,Two lonely detectives investigate a series of mysterious midnight deaths. The first victim has a picture of her with the next and with each death the picture changes to show the next victim sending the detectives on a paranoid journey into the victim's past.,1,15,63
4619,Senior Citizen,Drama,en,A.B. Seahorse Films,0,0,84,Released,2020,Theoharis an elderly and lonely man takes refuge in the hospital every evening to spend the night. He sleeps on the benches and chairs of the outpatients' wing because he is afraid to be alone. Every morning he returns to his house where his only companion is his cat and his memories. One night he is discovered by a young nurse Evgenia who tries to learn more about him. Theoharis is initially skeptical and refuses to give her any information. Gradually however a relationship of trust between the two begins to be built and Evgenia tries to help him.,1,,
4621,Lata Bhagwan Kare,Drama,en,Param Jyothi Film Creations,0,0,128,Released,2020,To save her husband from fatal condition 65 years old women participate and won in Exclusive Marathon.,1,,
4635,Tammy Pescatelli's Way After School Special,Comedy,en,Comedy Dynamics,0,0,57,Released,2020,Tammy went back to her hometown and performed at her high school. It's easy to make strangers who found you in success laugh but how about people who knew you before puberty? In an 80s flashback this former captain of the cheerleaders became the most likely to make you laugh!,1,,
4637,Crossroads of America,Comedy-Drama,en,29 Libran Films,0,0,80,Released,2020,Sandy a young recovering alcoholic is forced to make amends with her estranged family after a drunk driving accident leaves her sister paralyzed. But when tensions flare and rifts are further divided Sandy must confront the buried family secret that tore them apart.,1,100,
4639,Paper Tiger,Drama-Thriller,en,XRM Media,0,0,94,Released,2020,An immigrant mother fears her schizophrenic teenaged son is turning into a school shooter.,1,,
4640,Harvest of the Dead: Halloween Night,Horror,en,Devils Avalanche Films,700,0,72,Released,2020,It's the day after the events of the first film and Sally Burns and her friends are preparing for a Halloween party. As the evening of fun kicks off unbeknownst to them The Plague Doctor and The Creature are preparing to join them.,1,,
4650,Titoudao,Drama,en,MediaCorp,0,0,60,Released,2020,From a poor village girl to a famous wayang (Chinese Opera) star Titoudao chronicles the colourful and turbulent life of celebrated wayang star Oon Ah Chiam. Born into a poor family of 12 children Ah Chiam's father was always trying to get rid of her. She had to constantly prove herself in order to fight for chance to stay in the family. Fate brought her and her sister Ah Dui into the famous Sin Sai Hong wayang troupe. There she rose through the ranks through hard work and grit to become their top star. But not before she had to protect her sister from a lecherous trainer and fight off a scheming competitor Ah Ngor. And will she find love with the troupe master's son Ah Zai or a pushcart hawker Ah hock?,1,,
4654,"Young, Stalked, and Pregnant",Drama-TV Movie,en,Lifetime-Reel One Entertainment,0,0,90,Released,2020,Audrey is a senior in High School and has her whole life ahead of her when she realizes she can't remember the last time she got her period. She breaks the news to her boyfriend just hours after the death of his grandmother. Once his obviously unstable mother enters back into the picture things spiral out of control for everyone involved.,1,,
4660,Love on a Two Way Street,Drama,en,Octet Productions,0,0,75,Released,2020,Regina McKenzie struggles with still living at home with her parents juggling questionable career choices and dating the wrong men. Love on a Two Way Street is a live stage play event that covers the entire emotional spectrum.,1,,
4661,It Takes A Village,Drama-Family,en,Screencraft Productions,0,0,92,Released,2020,Rex and Miriam are expecting their third child on a perfectly normal day in their PNG village. The delivery goes well but they quickly realise that Miriam has retained her placenta and she becomes very unwell very quickly. Rex must act quickly.,1,,
4672,The Prayer List,Drama,en,Full Credit Media,0,0,104,Released,2020,Olympic hopeful sees her dreams shattered only to be guided to champion a more meaningful cause.,1,,
4673,City of Salt,Drama,en,Zepstone Media,0,0,116,Released,2020,A community in Zion Creek Utah is turned upside down when a popular high school girl disappears in the midst of her father's political campaign.,1,,
4678,I'll Meet You There,Drama-Thriller,en,Parveen Shah Productions,0,0,92,Released,2020,A Muslim cop goes undercover at his estranged father's mosque while his daughter hides her passion for a forbidden dance uncovering a shocking family secret.,1,,
4685,Nutcracker Delights: English National Ballet,Music-Fantasy-Family,en,English National Ballet,0,0,62,Released,2020,English National Ballet has been performing a version of Nutcracker every year since 1950. In 2020 the tradition lives on. Join Clara and her enchanted Nutcracker on a hot air balloon ride to the Land of Snow and enjoy iconic scenes featuring the Sugar Plum Fairy Snowflakes Flowers and more.  As London moved into Tier 4 COVID-19 restrictions with the subsequent cancellation of all scheduled performances of Nutcracker Delights the Company decided to film and share a recording of this specially-adapted production with its audience as a thank you at the close of its 70th Anniversary year. Nutcracker Delights was filmed on 18 and 19 December at the London Coliseum by Michael Nunn and William Trevitt.,1,,
4690,Little Black Lie,Drama-Romance-Thriller,en,PRUSLACMPSA,15000,0,120,Released,2020,A woman lies about being raped to cover up her own indiscretions setting her fiancé off on an obsessive search for her attacker.,1,,
4699,Where's Wendy,Horror,en,RedRoot Films,0,0,72,Released,2020,Where’s Wendy (2016) is a found footage film and found footage horror. When a high school graduate’s girlfriend goes missing after a series of celebratory parties Sean and his best friend instantly start searching for Wendy and are joined by her closest girlfriend to help investigate the beach at the end of their small town where she reportedly went for a mysterious after party with other local girls who are also reported missing. As the teens continue their search Sean quickly discovers that the hunt for his girlfriend has lead them into an irrevocably dark world.,1,,
4702,Illuminate,Science Fiction,en,FalseColorFilms,1000,0,61,Released,2020,A luminous force within Mount Shasta may hold clues behind the disappearance of Emma Rose's brother and grandfather. Emma discovers her unique ability to astral travel back through time which may unlock the mystery to their disappearance.,1,,
4724,Body of Water,Drama,en,Lions Den Films-Microwave Film,0,0,95,Released,2020,Photographer Stephanie has just completed another round of treatment for chronic anorexia and is working hard to reconnect with her family. Her mother Susan is supportive but preoccupied by her forthcoming wedding to Annette. Stephanie’s teenage daughter competitive swimmer Pearl seems hellbent on refusing her a second chance. Stephanie will need all the strength she has.,1,,
4730,Disclosure,Drama,en,Disclosure Productions,0,0,107,Released,2020,Australian documentary maker Emily and her journalist husband Danny are reeling from an allegation of abuse their 4-year-old daughter Natasha has made against a local politician's 9-year-old son Ethan. Ethan’s parents Joel and Bek arrive unannounced at Emily and Danny's house intent on convincing the couple that Natasha's allegation is a fabrication. Accusations arguments and the ultimate search for leverage turn their civil conversation into a vicious confrontation.,1,59,41
4742,The Misadventures of Mistress Maneater,Comedy-Action-Romance,en,Binary Star Pictures,200000,0,111,Released,2020,"Ava Moriarty Art History PhD dropout-turned-dominatrix wants OUT. But there's no safeword for golden handcuffs. When her mobster ex gives her 30 days to repay a massive loan she's forced to agree to one last job--seducing and extorting ""Father Dracula"" a small town Episcopal priest. But Father Radovan Markovic brought his own secrets from Serbia and moonlights as an MMA fighter while unwittingly hiding the world's greatest lost painting. Not to mention he's the one hot guy avoiding Ava like loose glitter. Certain he's embezzling a priceless art collection will she win his heart only to destroy his life or doom herself to a custom pair of concrete stilettos?",1,,97
4746,La Leyenda Negra,Drama,en,Patricia Delgado Productions,0,0,84,Released,2020,In Compton a soon-to-be undocumented teenager fights for her right to stay in America while risking her family her friendships and her first love.,1,82,50
4757,Dukeland,Drama-Family,en,Yellow Pad Pictures,0,0,86,Released,2020,After the death of their father widely celebrated theoretical physicist Driscoll Tarnow the three Tarnow siblings (Leslie Joey & Vyra) find themselves at a crossroads splintering off into radically different directions in order to deal with the loss. Leslie recruits an ASU engineer to assist her in the construction of a fertilizer bomb Joey falls in love while descending deeper into his addiction to Adderall and Vyra becomes friends with a YouTube star with a very rare disease while working on a series of autobiographical paintings.,1,,
4758,Scream Test,Horror-Comedy,en,B.C. Entertainment Group-Dolphin Image Studios,0,0,83,Released,2020,Scream Queen with injured vocal chords rehabs on a remote island resort where people are dying in the same vein as in her films.,1,,
4765,Backwoods,Horror-Thriller-Mystery,en,Fighting Owl Films,0,0,70,Released,2020,"High school cheerleader Molly woke bound and gagged in the trunk of her boyfriend's car. That was the high point of her night. After escaping her abductor and fleeing into the nearby forest she comes face-to-face with the town urban legend: The Hangman a deformed zealot said to hang male trespassers and keep the women as ""brides"". Now Molly along with her best friend and would-be rescuer Noah must work together to avoid becoming his latest victims.",1,,
4767,Ode to Passion,Music-Drama-Romance,en,Jack Danini Productions,0,0,128,Released,2020,In New York City a young writer's resolute belief in true love is put to the test by a beautiful girl and her struggle with addiction. This original rock musical drama is made unique by its non-musical scenes spoken purely in verse.,1,33,99
4770,The Life of Grace,Drama-Horror,en,CineXperia Productions-Neveremore Pictures,0,0,91,Released,2020,Deciding that her chances are better on the streets Grace journeys out into the unknown travelling down a long hard road discovering the good and the bad of human nature along the way.,1,,
4772,Black Lake,Thriller-Drama-Horror,en,Bad Wolf Films,0,0,98,Released,2020,Aarya leaves her family in the city to pursue her passion for the arts. She is gifted a red scarf and is haunted by a Churail; a demonic and malevolent South Asian Witch.,1,,
4780,This Is Our Youth,Comedy,en,Broadway's Best Plays,0,0,124,Released,2020,"The play takes place in Dennis Ziegler's apartment on the Upper West Side of Manhattan in March 1982. Dennis's friend Warren Straub a dejected 19-year-old has just been kicked out of his house and stolen $15000 from his abusive lingerie-tycoon father. Dennis the more wily and domineering of the two spends some of the money on cocaine hoping to sell it to a friend for much more. Jessica Goldman an ""anxiously insightful"" fashion student comes over and Warren hopes that he can use the money to entice her into bed.  The play explores timeless issues of adolescence and maturity as well as the Reagan Era in which it is set: the characters feel adrift in 1980s-style materialism.",1,,
4782,Behind Closed Doors,Drama-Horror,en,Maverick Entertainment Group,0,0,88,Released,2020,Shy and smart College freshman Stacey falls for the charming grad student Benjamin. Her whole world is changing and she just wants to have fun hang with the girls study. But it isn't long before Benjamin's abusive narcissistic qualities begin to show. Can she save herself and get out before its too late.,1,,
4785,First One In,Comedy,en,Rosetta Films,0,0,98,Released,2020,Thrown off a reality show in disgrace an unemployed real estate agent joins a group of slightly menopausal tennis players to rescue her career and take down the reigning queen of the court.,1,100,56
4787,The Christmas Bow,Romance-TV Movie,en,3483 Inc.,0,0,84,Released,2020,When an accident puts her music dreams on hold a gifted violinist reconnects with an old family friend who helps her heal and find love during the holidays.,1,,
4792,A Killer Next Door,Thriller,en,North Bank Entertainment-4Digital Media,1000000,0,90,Released,2020,The true story of how a young girl begins to suspect that her neighbour on a quiet suburban street is fugitive family killer John List.,1,,12
4806,Light Up Night,Drama,en,JC Films,20000,0,79,Released,2020,Based on the Book of Ruth Naomi's sons and husband have died and left her alone. Daughter-in-law Ruth vows to never leave her side. They face the challenges of a life on their own as they journey back to Naomi's home in West Virginia.,1,,
4808,Dying for a Daughter,Thriller-TV Movie,en,Lifetime-Hybrid,0,0,90,Released,2020,Samantha's life is turned upside down after a terrifying car accident leaves her 10-year-old daughter Cassie severely injured. Already struggling to balance her consuming work life with her deteriorating marriage to Cassie's father Tom Samantha hires a live-in-nurse Margaret to help her daughter recover. Margaret embittered over the loss of her own child embarks on a mission of vengeance against Samantha and Tom to get back the daughter she thinks is hers. Written by Hybrid LLC,1,,
4814,Ringolevio,Drama,en,Two Scoops Productions,0,0,82,Released,2020,Ada a reserved young woman with a passion for entomology travels north with Marissa her free-spirited musician girlfriend. She's finally meeting the three brothers who helped raise Marissa: the paternal Ozzie sensitive Arthur and wild child Wren. As Marissa and her kin settle into their familial dynamics Ada finds herself on the outside looking in. Desperate to make a good impression over the course of a weekend packed with fun and frivolity Ada instead struggles to find common ground opening fissures in the one relationship she needs the most.,1,,
4817,The Saving,Action-Thriller,en,Rockafilm Studio,0,0,104,Released,2020,Action film based in local twin cities MN by Actor/Producer Rocky Her and Director Sakee Xiong with co-producer Billy Vang.,1,,
4818,Cupid,Horror,en,Proportion Productions,0,0,83,Released,2020,After being embarrassed by the mean girls at school Faye a practicing witch summons the evil Cupid to take revenge on all those who wronged her. On Valentine’s Day Cupid does in fact rise and will stop at nothing until the walls are covered in blood. The students must figure out a way to stop Cupid and undo the spell before their hearts get broken… literally.,1,,20
4820,Strangeville,Science Fiction-Comedy-Thriller,en,Mica Media,0,0,90,Released,2020,An outback town is prone to mysterious alien abductions kept secret by the local law. Conspiracy theorist Miles and alcoholic taxi driver Bruce become unlikely protectors of teenager Maisey when she is return by her alien abductors.,1,,
4827,The Last Earth Girl,Science Fiction-Drama,en,Cellardoor Cinema,468000,0,97,Released,2020,Who Will You Be When the World Ends? - When it is announced that the world will end in 7 years a young woman must decide what is truly important to her in life and what she is willing to sacrifice to reach her goals.,1,,
4829,Sender,Science Fiction-Thriller,en,Wildcat Jones,0,0,110,Released,2020,A doctor finds an unconscious young woman on a remote island in the North Atlantic. The mystery of the woman’s identity how she got there and her ever-increasing psychic abilities ignite a violent international race to find her — with terrifying results.,1,,
